Destination,FlightNumber,Code,lat,lng,country,Date,Time,Airline,Armenian,DayOfWeek,Status
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-11-06,09:20:00,Fly One,1,Monday,Ontime
Mineralnye Vody,A4 6029,MRV,44.2095,43.1053,Russia,2023-11-06,10:15:00,Azimuth,0,Monday,Ontime
Sochi,G6 402,AER,43.5853,39.7203,Russia,2023-11-06,10:45:00,Fly Arna,1,Monday,Ontime
Moscow,WZ 4321,DME,55.7558,37.6178,Russia,2023-11-06,11:00:00,Red WIngs,0,Monday,Ontime
Dubai,FZ 717,DXB,25.2631,55.2972,United Arab Emirates,2023-11-06,11:30:00,Flydubai,0,Monday,Ontime
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-11-06,11:50:00,Wizz Air,0,Monday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-11-06,13:00:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1864,SVO,55.7558,37.6178,Russia,2023-11-06,13:25:00,Aeroflot,0,Monday,Ontime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-11-06,13:45:00,Wizz Air,0,Monday,Ontime
Yekaterinburg,SU 616,SVX,56.8356,60.6128,Russia,2023-11-06,14:55:00,Aeroflot,0,Monday,Ontime
Sochi,JI 123,AER,43.5853,39.7203,Russia,2023-11-06,15:05:00,Armenian Airlines,1,Monday,Ontime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-11-06,15:45:00,Fly Arna,1,Monday,Ontime
Tehran,QB 2251,IKA,35.6892,51.3889,Iran,2023-11-06,16:00:00,Charter Flight,0,Monday,Ontime
Mineralnye Vody,FV 6933,MRV,44.2095,43.1053,Russia,2023-11-06,16:10:00,Rossiya Airlines,0,Monday,Ontime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-05,21:30:00,Rossiya Airlines,0,Sunday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-05,21:45:00,Fly One,1,Sunday,Ontime
Moscow,3F 323,VKO,55.7558,37.6178,Russia,2023-11-05,21:50:00,Fly One,1,Sunday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-05,22:50:00,Azimuth,0,Sunday,Delay
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-05,22:55:00,Wizz Air,0,Sunday,Ontime
Moscow,5G 709,SVO,55.7558,37.6178,Russia,2023-11-05,23:45:00,Shirak Avia,1,Sunday,Ontime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-11-06,01:30:00,Fly One,1,Monday,Ontime
Moscow,WZ 4324,DME,55.7558,37.6178,Russia,2023-11-06,02:00:00,Red WIngs,0,Monday,Ontime
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-11-06,03:00:00,Qatar Airways,0,Monday,Ontime
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-11-06,03:55:00,Utair,0,Monday,Ontime
Minsk,B2 734,MSQ,53.9,27.5667,Belarus,2023-11-06,04:55:00,Belavia,0,Monday,Ontime
Warsaw,LO 728,WAW,52.23,21.0111,Poland,2023-11-06,05:15:00,LOT Polish Airlines,0,Monday,Ontime
Athens,A3 899,ATH,37.9842,23.7281,Greece,2023-11-06,05:20:00,Aegean Airlines,0,Monday,Ontime
Vienna,OS 642,VIE,48.2083,16.3725,Austria,2023-11-06,05:45:00,Austrian Airlines,0,Monday,Ontime
Frankfurt,DE 847,FRA,50.1106,8.6822,Germany,2023-11-06,05:55:00,Condor,0,Monday,Ontime
Moscow,SU 1965,SVO,55.7558,37.6178,Russia,2023-11-06,06:35:00,Aeroflot,0,Monday,Ontime
Sochi,G6 401,AER,43.5853,39.7203,Russia,2023-11-06,07:00:00,Fly Arna,1,Monday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-11-06,07:15:00,Fly Arna,1,Monday,Ontime
Paris,DL 8723,CDG,48.8567,2.3522,France,2023-11-06,09:25:00,Delta Airlines,0,Monday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-11-06,09:35:00,Rossiya Airlines,0,Monday,Ontime
Moscow,3F 315,DME,55.7558,37.6178,Russia,2023-11-06,10:30:00,Fly One,1,Monday,Ontime
Kapan,NAI 1001,RA1,39.2011,46.415,Armenia,2023-11-06,11:00:00,Charter Flight,0,Monday,Ontime
Milan,3F 245,MXP,45.4669,9.19,Italy,2023-11-06,11:00:00,Fly One,1,Monday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-06,11:05:00,Azimuth,0,Monday,Ontime
Sochi,JI 122,AER,43.5853,39.7203,Russia,2023-11-06,11:20:00,Armenian Airlines,1,Monday,Ontime
Moscow,WZ 4322,DME,55.7558,37.6178,Russia,2023-11-06,11:50:00,Red WIngs,0,Monday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-11-06,12:25:00,Wizz Air,0,Monday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-11-06,12:30:00,Flydubai,0,Monday,Ontime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-11-06,13:35:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1865,SVO,55.7558,37.6178,Russia,2023-11-06,14:20:00,Aeroflot,0,Monday,Ontime
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-11-06,14:20:00,Wizz Air,0,Monday,Ontime
Moscow,JI 104,SVO,55.7558,37.6178,Russia,2023-11-06,15:50:00,Armenian Airlines,1,Monday,Ontime
Yekaterinburg,SU 617,SVX,56.8356,60.6128,Russia,2023-11-06,15:55:00,Aeroflot,0,Monday,Ontime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-11-06,16:25:00,Aeroflot,0,Monday,Ontime
Sofia,W6 4423,SOF,42.7,23.33,Bulgaria,2023-11-06,16:45:00,Wizz Air,0,Monday,Ontime
Moscow,A4 7029,VKO,55.7558,37.6178,Russia,2023-11-06,17:35:00,Azimuth,0,Monday,Ontime
Moscow,3F 316,DME,55.7558,37.6178,Russia,2023-11-06,18:30:00,Fly One,1,Monday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-11-06,19:20:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-11-06,19:30:00,Aeroflot,0,Monday,Ontime
Abu Dhabi,5W 7187,AUH,24.4667,54.3667,United Arab Emirates,2023-11-06,20:00:00,Wizz Air,0,Monday,Ontime
Venice,W4 5483,VCE,45.4397,12.3319,Italy,2023-11-06,20:10:00,Wizz Air,0,Monday,Ontime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-11-06,20:30:00,Rossiya Airlines,0,Monday,Ontime
Milan,3F 246,MXP,45.4669,9.19,Italy,2023-11-06,20:30:00,Fly One,1,Monday,Ontime
Doha,QR 287,DOH,25.2867,51.5333,Qatar,2023-11-06,21:05:00,Qatar Airways,0,Monday,Ontime
Mineralnye Vody,A4 6031,MRV,44.2095,43.1053,Russia,2023-11-06,21:45:00,Azimuth,0,Monday,Ontime
Colombo,8D 555,CMB,6.9344,79.8428,Sri Lanka,2023-11-06,22:00:00,FitsAir,0,Monday,Ontime
Larnaca,W6 4557,LCA,34.9167,33.6333,Cyprus,2023-11-06,22:50:00,Wizz Air,0,Monday,Ontime
Sochi,WZ 4329,AER,43.5853,39.7203,Russia,2023-11-06,23:00:00,Red WIngs,0,Monday,Ontime
Aktau,DV 845,SCO,43.6588,51.1975,Kazakhstan,2023-11-06,23:35:00,Scat Airlines,0,Monday,Ontime
Dortmund,W6 4425,DTM,51.5167,7.4667,Germany,2023-11-06,23:40:00,Wizz Air,0,Monday,Ontime
Moscow,JI 105,SVO,55.7558,37.6178,Russia,2023-11-06,23:50:00,Armenian Airlines,1,Monday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-11-07,00:15:00,Qatar Airways,0,Tuesday,Ontime
Moscow,G6 395,VKO,55.7558,37.6178,Russia,2023-11-06,16:45:00,Fly Arna,1,Monday,Ontime
Mineralnye Vody,FV 6934,MRV,44.2095,43.1053,Russia,2023-11-06,17:00:00,Rossiya Airlines,0,Monday,Ontime
Tehran,QB 2250,IKA,35.6892,51.3889,Iran,2023-11-06,17:00:00,Charter Flight,0,Monday,Ontime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-11-06,17:20:00,Aeroflot,0,Monday,Ontime
Dortmund,W6 4426,DTM,51.5167,7.4667,Germany,2023-11-06,17:20:00,Wizz Air,0,Monday,Ontime
Moscow,A4 7030,VKO,55.7558,37.6178,Russia,2023-11-06,18:25:00,Azimuth,0,Monday,Ontime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-11-06,19:55:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-11-06,20:30:00,Aeroflot,0,Monday,Ontime
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-06,20:35:00,Wizz Air,0,Monday,Ontime
Venice,W4 5484,VCE,45.4397,12.3319,Italy,2023-11-06,20:45:00,Wizz Air,0,Monday,Ontime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-06,21:30:00,Rossiya Airlines,0,Monday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-06,21:45:00,Fly One,1,Monday,Ontime
Moscow,3F 323,VKO,55.7558,37.6178,Russia,2023-11-06,21:50:00,Fly One,1,Monday,Ontime
Doha,QR 288,DOH,25.2867,51.5333,Qatar,2023-11-06,22:05:00,Qatar Airways,0,Monday,Ontime
Mineralnye Vody,A4 6032,MRV,44.2095,43.1053,Russia,2023-11-06,22:35:00,Azimuth,0,Monday,Ontime
Colombo,8D 556,CMB,6.9344,79.8428,Sri Lanka,2023-11-06,23:00:00,FitsAir,0,Monday,Ontime
Larnaca,W6 4558,LCA,34.9167,33.6333,Cyprus,2023-11-06,23:25:00,Wizz Air,0,Monday,Ontime
St.Petersburg,3F 333,LED,59.9343,30.3351,Russia,2023-11-06,23:30:00,Fly One,1,Monday,Ontime
Moscow,5G 709,SVO,55.7558,37.6178,Russia,2023-11-06,23:45:00,Shirak Avia,1,Monday,Ontime
Sochi,WZ 4330,AER,43.5853,39.7203,Russia,2023-11-06,23:50:00,Red WIngs,0,Monday,Ontime
Sofia,W6 4424,SOF,42.7,23.33,Bulgaria,2023-11-07,00:15:00,Wizz Air,0,Tuesday,Ontime
Aktau,DV 846,SCO,43.6588,51.1975,Kazakhstan,2023-11-07,00:25:00,Scat Airlines,0,Tuesday,Ontime
Moscow,G6 396,VKO,55.7558,37.6178,Russia,2023-11-07,01:25:00,Fly Arna,1,Tuesday,Ontime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-11-07,02:30:00,Utair,0,Tuesday,Ontime
Istanbul,PC 550,SAW,41.0136,28.955,Turkey,2023-11-07,02:35:00,Pegasus Airlines,0,Tuesday,Ontime
Frankfurt,LH 1560,FRA,50.1106,8.6822,Germany,2023-11-07,03:55:00,Lufthansa,0,Tuesday,Ontime
Moscow,G6 406,DME,55.7558,37.6178,Russia,2023-11-07,04:55:00,Fly Arna,1,Tuesday,Ontime
Moscow,SU 1964,SVO,55.7558,37.6178,Russia,2023-11-07,05:35:00,Aeroflot,0,Tuesday,Ontime
Warsaw,LO 729,WAW,52.23,21.0111,Poland,2023-11-07,05:35:00,LOT Polish Airlines,0,Tuesday,Ontime
Moscow,3F 324,VKO,55.7558,37.6178,Russia,2023-11-07,06:10:00,Fly One,1,Tuesday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-11-07,06:10:00,Fly One,1,Tuesday,Ontime
Sharm El Sheikh,AMV 2112,SSH,27.9158,34.3297,Egypt,2023-11-07,07:00:00,AMC Airlines,0,Tuesday,Ontime
Moscow,5G 710,SVO,55.7558,37.6178,Russia,2023-11-07,07:45:00,Shirak Avia,1,Tuesday,Ontime
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-11-07,09:20:00,Fly One,1,Tuesday,Ontime
St.Petersburg,3F 334,LED,59.9343,30.3351,Russia,2023-11-07,09:20:00,Fly One,1,Tuesday,Ontime
Mineralnye Vody,A4 6029,MRV,44.2095,43.1053,Russia,2023-11-07,09:50:00,Azimuth,0,Tuesday,Ontime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-11-07,01:30:00,Fly One,1,Tuesday,Ontime
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-11-07,03:00:00,Qatar Airways,0,Tuesday,Ontime
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-11-07,03:55:00,Utair,0,Tuesday,Ontime
Frankfurt,LH 1561,FRA,50.1106,8.6822,Germany,2023-11-07,05:15:00,Lufthansa,0,Tuesday,Ontime
Istanbul,PC 551,SAW,41.0136,28.955,Turkey,2023-11-07,05:25:00,Pegasus Airlines,0,Tuesday,Ontime
Warsaw,LO 730,WAW,52.23,21.0111,Poland,2023-11-07,06:30:00,LOT Polish Airlines,0,Tuesday,Ontime
Moscow,SU 1965,SVO,55.7558,37.6178,Russia,2023-11-07,06:35:00,Aeroflot,0,Tuesday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-11-07,07:15:00,Fly Arna,1,Tuesday,Ontime
Sharm El Sheikh,AMV 2113,SSH,27.9158,34.3297,Egypt,2023-11-07,07:50:00,AMC Airlines,0,Tuesday,Ontime
Novosibirsk,3F 371,OVB,55.0333,82.9167,Russia,2023-11-07,09:00:00,Fly One,1,Tuesday,Ontime
Moscow,3F 315,DME,55.7558,37.6178,Russia,2023-11-07,10:30:00,Fly One,1,Tuesday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-07,10:40:00,Azimuth,0,Tuesday,Ontime
Paris,3F 927,CDG,48.8567,2.3522,France,2023-11-07,11:00:00,Fly One,1,Tuesday,Ontime
Sharjah,G9 244,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-07,11:30:00,Air Arabia,0,Tuesday,Onetime
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-11-07,11:50:00,Wizz Air,0,Tuesday,Onetime
Moscow,WZ 4321,DME,55.7558,37.6178,Russia,2023-11-07,11:50:00,Red WIngs,0,Tuesday,Onetime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-11-07,13:00:00,Wizz Air,0,Tuesday,Onetime
Moscow,SU 1864,SVO,55.7558,37.6178,Russia,2023-11-07,13:25:00,Aeroflot,0,Tuesday,Onetime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-11-07,13:45:00,Wizz Air,0,Tuesday,Onetime
Chelyabinsk,WZ 1225,CEK,55.15,61.4,Russia,2023-11-07,14:15:00,Red WIngs,0,Tuesday,Onetime
Tehran,IRB 9724,IKA,35.6892,51.3889,Iran,2023-11-07,14:40:00,Iran Airtour,0,Tuesday,Onetime
Sochi,FV 6719,AER,43.5853,39.7203,Russia,2023-11-07,15:25:00,Rossiya Airlines,0,Tuesday,Onetime
Tehran,G6 302,IKA,35.6892,51.3889,Iran,2023-11-07,15:30:00,Fly Arna,1,Tuesday,Onetime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-11-07,15:45:00,Fly Arna,1,Tuesday,Onetime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-11-07,16:25:00,Aeroflot,0,Tuesday,Onetime
St.Petersburg,UT 793,LED,59.9343,30.3351,Russia,2023-11-07,17:05:00,Utair,0,Tuesday,Onetime
Samara,WZ 1355,KUF,53.2028,50.1408,Russia,2023-11-07,17:10:00,Red WIngs,0,Tuesday,Onetime
Moscow,A4 7029,VKO,55.7558,37.6178,Russia,2023-11-07,17:35:00,Azimuth,0,Tuesday,Onetime
Kazan,WZ 4677,KZN,55.7964,49.1089,Russia,2023-11-07,18:10:00,Red WIngs,0,Tuesday,Onetime
Moscow,3F 316,DME,55.7558,37.6178,Russia,2023-11-07,18:30:00,Fly One,1,Tuesday,Onetime
Moscow,5G 510,VKO,55.7558,37.6178,Russia,2023-11-07,19:10:00,Shirak Avia,1,Tuesday,Onetime
Tbilisi,G6 604,TBS,41.7225,44.7925,Georgia,2023-11-07,19:10:00,Fly Arna,1,Tuesday,Onetime
Yekaterinburg,WZ 1129,SVX,56.8356,60.6128,Russia,2023-11-07,19:10:00,Red WIngs,0,Tuesday,Cancelled
Novosibirsk,3F 372,OVB,55.0333,82.9167,Russia,2023-11-07,19:20:00,Fly One,1,Tuesday,Onetime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-11-07,19:30:00,Aeroflot,0,Tuesday,Onetime
Paris,AF 1060,CDG,48.8567,2.3522,France,2023-11-07,20:15:00,Air France,0,Tuesday,Onetime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-11-07,20:30:00,Rossiya Airlines,0,Tuesday,Onetime
Mineralnye Vody,A4 6031,MRV,44.2095,43.1053,Russia,2023-11-07,21:30:00,Azimuth,0,Tuesday,Delay
Paris,3F 928,CDG,48.8567,2.3522,France,2023-11-07,21:40:00,Fly One,1,Tuesday,Onetime
Larnaca,CY 414,LCA,34.9167,33.6333,Cyprus,2023-11-07,21:40:00,Cyprus Airways,0,Tuesday,Onetime
Milan,W4 5567,MXP,45.4669,9.19,Italy,2023-11-07,21:50:00,Wizz Air,0,Tuesday,Onetime
Abu Dhabi,5W 7187,AUH,24.4667,54.3667,United Arab Emirates,2023-11-07,22:20:00,Wizz Air,0,Tuesday,Onetime
Tbilisi,3F 584,TBS,41.7225,44.7925,Georgia,2023-11-07,23:00:00,Fly One,1,Tuesday,Cancelled
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-11-07,23:05:00,Wizz Air,0,Tuesday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-11-08,00:15:00,Qatar Airways,0,Wednesday,Ontime
Ufa,5G 101,UFA,54.7261,55.9475,Russia,2023-11-08,02:10:00,Shirak Avia,1,Wednesday,Ontime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-11-08,02:30:00,Utair,0,Wednesday,Ontime
St.Petersburg,G6 427,LED,59.9343,30.3351,Russia,2023-11-08,03:00:00,Fly Arna,1,Wednesday,Ontime
Athens,A3 898,ATH,37.9842,23.7281,Greece,2023-11-08,04:25:00,Aegean Airlines,0,Wednesday,Ontime
Vienna,OS 641,VIE,48.2083,16.3725,Austria,2023-11-08,04:40:00,Austrian Airlines,0,Wednesday,Ontime
Moscow,G6 406,DME,55.7558,37.6178,Russia,2023-11-08,04:55:00,Fly Arna,1,Wednesday,Ontime
Moscow,SU 1964,SVO,55.7558,37.6178,Russia,2023-11-08,05:35:00,Aeroflot,0,Wednesday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-11-08,06:10:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,A4 6031,MRV,44.2095,43.1053,Russia,2023-11-08,07:25:00,Azimuth,0,Wednesday,Ontime
Moscow,5G 710,SVO,55.7558,37.6178,Russia,2023-11-08,07:45:00,Shirak Avia,1,Wednesday,Ontime
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-11-08,09:20:00,Fly One,1,Wednesday,Ontime
Sochi,G6 402,AER,43.5853,39.7203,Russia,2023-11-08,09:45:00,Fly Arna,1,Wednesday,Ontime
Moscow,JI 101,SVO,55.7558,37.6178,Russia,2023-11-08,10:20:00,Armenian Airlines,1,Wednesday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-11-08,10:50:00,Wizz Air,0,Wednesday,Ontime
Moscow,WZ 4321,DME,55.7558,37.6178,Russia,2023-11-08,11:00:00,Red WIngs,0,Wednesday,Ontime
Dubai,FZ 717,DXB,25.2631,55.2972,United Arab Emirates,2023-11-08,11:30:00,Flydubai,0,Wednesday,Ontime
Sharjah,G9 244,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-08,11:30:00,Air Arabia,0,Wednesday,Ontime
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-11-08,11:50:00,Wizz Air,0,Wednesday,Ontime
Novosibirsk,S7 5591,OVB,55.0333,82.9167,Russia,2023-11-08,12:40:00,Charter Flight,0,Wednesday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-11-08,12:40:00,Wizz Air,0,Wednesday,Ontime
Milan,W4 5567,MXP,45.4669,9.19,Italy,2023-11-08,13:10:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1864,SVO,55.7558,37.6178,Russia,2023-11-08,13:25:00,Aeroflot,0,Wednesday,Ontime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-11-08,13:45:00,Wizz Air,0,Wednesday,Ontime
Batumi,JI 301,BUS,41.6458,41.6417,Georgia,2023-11-08,14:35:00,Armenian Airlines,1,Wednesday,Ontime
Sochi,JI 123,AER,43.5853,39.7203,Russia,2023-11-08,15:05:00,Armenian Airlines,1,Wednesday,Ontime
Sharm El Sheikh,3F 7642,SSH,27.9158,34.3297,Egypt,2023-11-08,15:20:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,FV 6933,MRV,44.2095,43.1053,Russia,2023-11-08,15:40:00,Rossiya Airlines,0,Wednesday,Ontime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-11-08,15:45:00,Fly Arna,1,Wednesday,Ontime
Nizhny Novgorod,WZ 1347,GOJ,56.3159,43.9944,Russia,2023-11-08,16:05:00,Red WIngs,0,Wednesday,Ontime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-11-08,16:25:00,Aeroflot,0,Wednesday,Ontime
Mineralnye Vody,3F 362,MRV,44.2095,43.1053,Russia,2023-11-08,16:40:00,Fly One,1,Wednesday,Ontime
Sochi,FV 6719,AER,43.5853,39.7203,Russia,2023-11-08,17:00:00,Rossiya Airlines,0,Wednesday,Ontime
Samara,FV 6949,KUF,53.2028,50.1408,Russia,2023-11-08,17:20:00,Rossiya Airlines,0,Wednesday,Ontime
Tehran,6A 222,IKA,35.6892,51.3889,Iran,2023-11-08,17:35:00,Armenia Airways,1,Wednesday,Ontime
Moscow,A4 7029,VKO,55.7558,37.6178,Russia,2023-11-08,17:35:00,Azimuth,0,Wednesday,Ontime
Kishinev,3F 868,KIV,47.0105,28.8638,Moldova,2023-11-08,18:30:00,Fly One,1,Wednesday,Ontime
Moscow,3F 316,DME,55.7558,37.6178,Russia,2023-11-08,18:30:00,Fly One,1,Wednesday,Ontime
Paris,TO 7490,ORY,48.8567,2.3522,France,2023-11-08,18:35:00,Transavia,0,Wednesday,Ontime
Larnaca,W6 4557,LCA,34.9167,33.6333,Cyprus,2023-11-08,18:55:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-11-08,19:30:00,Aeroflot,0,Wednesday,Ontime
Venice,W4 5483,VCE,45.4397,12.3319,Italy,2023-11-08,20:10:00,Wizz Air,0,Wednesday,Ontime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-11-08,20:30:00,Rossiya Airlines,0,Wednesday,Ontime
Sochi,WZ 4329,AER,43.5853,39.7203,Russia,2023-11-08,21:00:00,Red WIngs,0,Wednesday,Ontime
Doha,QR 287,DOH,25.2867,51.5333,Qatar,2023-11-08,21:05:00,Qatar Airways,0,Wednesday,Ontime
Sochi,3F 350,AER,43.5853,39.7203,Russia,2023-11-08,21:40:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,A4 6029,MRV,44.2095,43.1053,Russia,2023-11-08,22:55:00,Azimuth,0,Wednesday,Ontime
Perm,5G 777,PEE,58.0139,56.2489,Russia,2023-11-08,23:35:00,Shirak Avia,1,Wednesday,Ontime
Moscow,JI 102,SVO,55.7558,37.6178,Russia,2023-11-07,11:20:00,Armenian Airlines,1,Tuesday,Ontime
Sharjah,G9 245,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-07,12:20:00,Air Arabia,0,Tuesday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-11-07,12:25:00,Wizz Air,0,Tuesday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-11-07,12:30:00,Flydubai,0,Tuesday,Ontime
Moscow,WZ 4322,DME,55.7558,37.6178,Russia,2023-11-07,12:40:00,Red WIngs,0,Tuesday,Onetime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-11-07,13:40:00,Wizz Air,0,Tuesday,Onetime
Moscow,SU 1865,SVO,55.7558,37.6178,Russia,2023-11-07,14:20:00,Aeroflot,0,Tuesday,Onetime
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-11-07,14:20:00,Wizz Air,0,Tuesday,Onetime
Chelyabinsk,WZ 1226,CEK,55.15,61.4,Russia,2023-11-07,15:05:00,Red WIngs,0,Tuesday,Onetime
Tehran,IRB 9725,IKA,35.6892,51.3889,Iran,2023-11-07,15:40:00,Iran Airtour,0,Tuesday,Onetime
Sochi,SU 6720,AER,43.5853,39.7203,Russia,2023-11-07,16:15:00,Aeroflot,0,Tuesday,Onetime
Tbilisi,G6 603,TBS,41.7225,44.7925,Georgia,2023-11-07,16:45:00,Fly Arna,1,Tuesday,Onetime
St.Petersburg,G6 426,LED,59.9343,30.3351,Russia,2023-11-07,16:45:00,Fly Arna,1,Tuesday,Onetime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-11-07,17:20:00,Aeroflot,0,Tuesday,Onetime
Samara,WZ 1356,KUF,53.2028,50.1408,Russia,2023-11-07,18:00:00,Red WIngs,0,Tuesday,Onetime
St.Petersburg,UT 794,LED,59.9343,30.3351,Russia,2023-11-07,18:05:00,Utair,0,Tuesday,Onetime
Moscow,A4 7030,VKO,55.7558,37.6178,Russia,2023-11-07,18:25:00,Azimuth,0,Tuesday,Onetime
Kazan,WZ 4678,KZN,55.7964,49.1089,Russia,2023-11-07,19:00:00,Red WIngs,0,Tuesday,Onetime
Ufa,5G 100,UFA,54.7261,55.9475,Russia,2023-11-07,19:30:00,Shirak Avia,1,Tuesday,Onetime
Tbilisi,3F 583,TBS,41.7225,44.7925,Georgia,2023-11-07,19:50:00,Fly One,1,Tuesday,Onetime
Yekaterinburg,WZ 1130,SVX,56.8356,60.6128,Russia,2023-11-07,20:00:00,Red WIngs,0,Tuesday,Onetime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-11-07,20:30:00,Aeroflot,0,Tuesday,Onetime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-07,21:30:00,Rossiya Airlines,0,Tuesday,Onetime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-07,21:45:00,Fly One,1,Tuesday,Onetime
Mineralnye Vody,A4 6032,MRV,44.2095,43.1053,Russia,2023-11-07,22:20:00,Azimuth,0,Tuesday,Onetime
Milan,W4 5568,MXP,45.4669,9.19,Italy,2023-11-07,22:25:00,Wizz Air,0,Tuesday,Onetime
Larnaca,CY 415,LCA,34.9167,33.6333,Cyprus,2023-11-07,22:35:00,Cyprus Airways,0,Tuesday,Onetime
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-07,22:55:00,Wizz Air,0,Tuesday,Onetime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-11-07,23:40:00,Wizz Air,0,Tuesday,Delay
Moscow,5G 709,SVO,55.7558,37.6178,Russia,2023-11-07,23:45:00,Shirak Avia,1,Tuesday,Onetime
